calendar_DT,trade_ID,security_ID,client_ID,shares_QTY,amount
19-Oct-22,19539,XTDBKJJF4,EZB9,320,406.1
19-Oct-22,19540,8IZO4JH5K,IPRV,35,1100.4
19-Oct-22,19541,LA8UTTHB0,2E0D,295,576.4
19-Oct-22,19542,QWF9UJ4ZX,8N9Y,100,917
19-Oct-22,19543,ZA32HHFC5,582B,240,1048
19-Oct-22,19544,9ZO0R4NOT,OOM3,250,930.1
19-Oct-22,19545,4CTW4BX64,4104,345,248.9
19-Oct-22,19546,5H68BJEY0,W572,345,379.9
19-Oct-22,19547,G4UUD6LKF,DR8R,80,550.2
19-Oct-22,19548,CKDUEEGGM,XGGW,465,1179
19-Oct-22,19549,STRZJ22FQ,2UI2,270,6709.5
19-Oct-22,19550,288XNWJ0K,BRSI,205,106.5
19-Oct-22,19551,73KOXZVDX,HG7X,430,10437
19-Oct-22,19552,JST8I068C,IWE6,225,2023.5
19-Oct-22,19553,JTMUJOAM5,V6N0,5,2449.5
19-Oct-22,19554,OSMY9NX16,4T4J,185,958.5
19-Oct-22,19555,Q3CFFD7VA,1VIM,330,2130
19-Oct-22,19556,UK2A8N736,BNCB,210,9159
19-Oct-22,19557,3IIDHPHHN,JM3Q,10,10437
19-Oct-22,19558,ZCCJ7RRNZ,0YIB,240,15411.2
19-Oct-22,19559,P8UIHMO0C,L1BK,325,4300.8
19-Oct-22,19560,987P23HAL,TSQL,400,16128
19-Oct-22,19561,KV78M17SR,4M6A,390,27596.8
19-Oct-22,19562,R8UA0DP4Q,UB8Q,395,13260.8
19-Oct-22,19563,AXDMZQOOC,UO5R,70,5268.8
19-Oct-22,19564,HSPEOTW4Q,QPMF,280,4058.4
19-Oct-22,19565,K2O3MO0XQ,W283,445,1068
19-Oct-22,19566,7681GF7VE,F1S1,80,5909.6
19-Oct-22,19567,5C39HQD8T,9U44,305,4129.6
19-Oct-22,19568,PEIIMWV7Q,11B5,265,712
19-Oct-22,19569,5VE64VOXJ,TY36,120,2563.2
19-Oct-22,19570,ZQVM7IPBL,71AY,125,3987.2
19-Oct-22,19571,HV7RBKQK0,WT5M,255,3061.6
19-Oct-22,19572,4DOI3VDWX,BMSC,155,4272
19-Oct-22,19573,5ATES4XAF,DSOZ,270,2705.6
19-Oct-22,19574,KDXGC6VLP,SU0D,70,3844.8
19-Oct-22,19575,FUWMOUYY5,ZJHJ,35,569.6
19-Oct-22,19576,EKSDEOXVB,RO6C,270,1139.2
19-Oct-22,19577,2MJYCDO9T,5Z5Z,445,7700
19-Oct-22,19578,419C0A3C3,0HPN,145,13706
19-Oct-22,19579,RJNLHO07H,7Y3B,155,13090
19-Oct-22,19580,1AL1A8C20,XK48,45,8778
19-Oct-22,19581,JOTCJWT5G,E7ET,365,1694
19-Oct-22,19582,IUMQOHAOS,CD8J,80,14938
19-Oct-22,19583,1NGZ0OPS5,WNWN,275,8316
19-Oct-22,19584,2XWOYPNND,TMCI,40,12628
19-Oct-22,19585,J2QH0LXNB,69FR,390,462
19-Oct-22,19586,H2UQJVF37,QZU5,480,3201.3
19-Oct-22,19587,4YSJ3INJW,PKEC,0,6580.45
19-Oct-22,19588,6WPS5T3JE,KR87,280,13160.9
19-Oct-22,19589,XINI2NIS4,603I,200,16895.75
19-Oct-22,19590,3CLZFTZ3X,UONU,290,17429.3
19-Oct-22,19591,7JB1C1X2P,7VYY,385,2489.9
19-Oct-22,19592,J2UWHCNHK,NNW4,185,10848.85
19-Oct-22,19593,1IUHZC85I,UJVI,65,10315.3
19-Oct-22,19594,D03L5D2GF,O4PK,490,17251.45
19-Oct-22,19595,P6PMMOGSW,DX99,300,5157.65
19-Oct-22,19596,AWPBC24AY,0MW9,190,14301.9
19-Oct-22,19597,2SN4163S2,UPY8,370,8740.05
19-Oct-22,19598,9FIHUEIKY,EAAY,310,4767.3
19-Oct-22,19599,4OSM0RGP0,PA5J,155,22512.25
19-Oct-22,19600,77GEEZNQL,Y4A3,50,17744.95
19-Oct-22,19601,WLJ96P8VG,D1P2,320,11653.4
19-Oct-22,19602,52CKD35ON,EVOV,350,12712.8
19-Oct-22,19603,KSK0U3B41,ME23,160,23041.95
19-Oct-22,19604,QF18R77V5,X9WA,375,25160.75
19-Oct-22,19605,OWW4OH9TG,QFZ9,415,25425.6
19-Oct-22,19606,37032IU8L,MPMQ,265,17480.1
19-Oct-22,19607,N2R1KRGB9,KYRI,325,976.3
19-Oct-22,19608,6T3LUVORO,5JQB,105,638.35
19-Oct-22,19609,T6UWIWYAF,AUYG,490,2102.8
19-Oct-22,19610,MAXGRIXB0,TQ53,185,2703.6
19-Oct-22,19611,PE6EYGNNU,EGUK,280,2515.85
19-Oct-22,19612,BCIZ08LIZ,6KPK,5,1877.5
19-Oct-22,19613,8NT9VVGKN,I5J7,470,3417.05
19-Oct-22,19614,1VNMNID2X,7ZK5,120,450.6
19-Oct-22,19615,CWYM1B71A,KAOZ,385,1201.6
19-Oct-22,19616,21KXKOROZ,DGT5,75,3454.6
19-Oct-22,19617,Q9FO1JT1D,2F6E,140,10514.4
19-Oct-22,19618,FBWC1E3TU,ZYZG,130,28914.6
19-Oct-22,19619,DSM157FM5,VJNE,135,21905
19-Oct-22,19620,GBXR2MKRC,TXOM,100,13581.1
19-Oct-22,19621,6R0HEPM17,0PN7,240,438.1
19-Oct-22,19622,T39UHPYNM,0W42,145,8323.9
19-Oct-22,19623,9BX79USMZ,4ME6,165,24533.6
19-Oct-22,19624,NX548B744,55RZ,230,27162.2
19-Oct-22,19625,YZPVDESBP,WVMU,90,1305
19-Oct-22,19626,VO9SOZYC3,AJP5,35,326.25
19-Oct-22,19627,UZAZWPCQK,LIFT,450,9243.75
19-Oct-22,19628,I4UGHNVKU,FKFQ,345,7938.75
19-Oct-22,19629,N0MBM60IN,E3P1,355,8700
19-Oct-22,19630,JY5DWLE59,Z6XM,465,8808.75
19-Oct-22,19631,77OY3YQW1,ZGUW,175,0
19-Oct-22,19632,P8C9PD315,Q1AQ,480,2718.75
19-Oct-22,19633,KKTZJJ1F4,KUWO,105,6416.25
19-Oct-22,19634,08QMCTNUI,7LNG,105,7068.75
19-Oct-22,19635,9NNK6RLNO,R9TR,350,543.75
19-Oct-22,19636,JGLMK1RVN,BC49,425,4132.5
19-Oct-22,19637,517T1JSHN,27QR,55,46060.8
19-Oct-22,19638,XRW8YLA6R,0AL5,405,47500.2
19-Oct-22,19639,5H73T82M2,DSOZ,180,11515.2
19-Oct-22,19640,UYA8VPC25,A601,370,46060.8
19-Oct-22,19641,9BUIE0KMR,JBIP,0,23510.2
19-Oct-22,19642,GK97SNE1T,G6AH,160,17752.6
19-Oct-22,19643,8TH9A8X06,JBXA,35,35985
19-Oct-22,19644,O3QUVGGPP,7EXR,440,14394
19-Oct-22,19645,NRVRDWWNP,BQDE,275,5524.75
19-Oct-22,19646,2U2ZWVQHV,5CGR,175,8208.2
19-Oct-22,19647,UEY8KOU1B,5BIV,130,1420.65
19-Oct-22,19648,Y805DW5NN,G32I,335,10418.1
19-Oct-22,19649,GMXMSJLF1,7Q68,110,11838.75
19-Oct-22,19650,6308JGKWL,2VEJ,495,10102.4
19-Oct-22,19651,ZC8AL4MHN,4QVK,460,315.7
19-Oct-22,19652,GQZJUSEIV,2EEV,290,3472.7
19-Oct-22,19653,Y304KEZUQ,6K1D,445,5524.75
19-Oct-22,19654,OUOYOYGWW,FPMW,360,5366.9
19-Oct-22,19655,2F0RP9FD6,S5OK,330,32222.2
19-Oct-22,19656,XDJS49M05,0WKP,290,441.4
19-Oct-22,19657,HAFEVNSEA,6QFL,205,3089.8
19-Oct-22,19658,A2M7HIRGS,POUC,95,8828
19-Oct-22,19659,4NABYZQE4,XFVL,225,27366.8
19-Oct-22,19660,3JL7EH1BC,L382,350,29573.8
19-Oct-22,19661,N64UZ0MSW,CQR7,355,30898
19-Oct-22,19662,99KIG2R0R,8GKV,100,18980.2
19-Oct-22,19663,B1FDR4RTR,L9OY,25,8828
19-Oct-22,19664,SQ581GSSQ,P93B,475,27366.8
19-Oct-22,19665,Z2SRIIOI4,EOTF,480,7503.8
19-Oct-22,19666,WR3D42SW2,IFH7,255,13394.15
19-Oct-22,19667,3SVN17AAM,AI1V,400,1640.1
19-Oct-22,19668,73N440WRE,X17Q,315,12574.1
19-Oct-22,19669,FCQK45QLP,RVHP,435,14214.2
19-Oct-22,19670,2L6G66K7N,NEAV,150,4100.25
19-Oct-22,19671,N1OBFPMEK,K9Q6,70,12300.75
19-Oct-22,19672,CM2XF5M43,Z4JQ,230,19134.5
19-Oct-22,19673,RAK5G73WZ,5OA7,300,36600.3
19-Oct-22,19674,2J0FS7YT6,Q3SG,405,13678.9
19-Oct-22,19675,YJW15MSZA,REPN,275,15527.4
19-Oct-22,19676,IPPBO6AOV,72NB,125,3327.3
19-Oct-22,19677,81SB8BQD2,ZLHQ,180,19594.1
19-Oct-22,19678,Z2SRIIOI4,2ZA4,285,9981.9
19-Oct-22,19679,V22K0Q5U1,473X,370,27357.8
19-Oct-22,19680,NPAFBRTO2,GI24,170,10721.3
19-Oct-22,19681,NWTKWG3FZ,4YYQ,375,27357.8
19-Oct-22,19682,VFPU0K9TC,3GFQ,295,157
19-Oct-22,19683,08LCWZY39,60Y0,180,447.45
19-Oct-22,19684,KTCFC3ZBZ,HPMH,220,659.4
19-Oct-22,19685,Q1AERRJ8G,Z7OZ,155,7.85
19-Oct-22,19686,LNE9COMT6,RJXD,135,494.55
19-Oct-22,19687,ZNHXGX2BA,N2Z6,235,620.15
19-Oct-22,19688,I9JUJJANB,6ZGN,15,376.8
19-Oct-22,19689,4YSJ3INJW,4UCG,40,502.4
19-Oct-22,19690,IEHTX012W,QV00,310,1426.5
19-Oct-22,19691,CJMIJH07N,5BIQ,390,760.8
19-Oct-22,19692,3BYI6WJ82,NUG4,90,317
19-Oct-22,19693,RFCGU349M,1ODE,15,1283.85
19-Oct-22,19694,W2IPJSFY6,BDFX,330,919.3
19-Oct-22,19695,MROXCIT3D,1CJR,300,253.6
19-Oct-22,19696,GMXMSJLF1,WUHH,180,1268
19-Oct-22,19697,9EKBXJNJS,W6ON,310,1204.6
19-Oct-22,19698,3RMYXBC4M,NLSJ,290,95.1
19-Oct-22,19699,KP126UT26,VEX6,230,1061.95
19-Oct-22,19700,59IEV0ZXU,RVBN,425,190.2
19-Oct-22,19701,RYVATVSVY,6TC7,490,348.7
19-Oct-22,19702,KI0U5TF0E,7R8X,305,110.95
19-Oct-22,19703,FUVAUV95D,3ZZE,110,22623.8
19-Oct-22,19704,77MBG9HDS,8H90,155,23640.6
19-Oct-22,19705,J657IADFN,QKA4,95,14997.8
19-Oct-22,19706,HNWRXBFZ4,RNWK,490,2796.2
19-Oct-22,19707,TM43GHQAA,ZL9X,340,13472.6
19-Oct-22,19708,IQ83RS8QJ,DROE,340,2287.8
19-Oct-22,19709,RUY7Q08DX,TM7O,75,18556.6
19-Oct-22,19710,4DFFLL0AS,N117,420,22542.55
19-Oct-22,19711,5I1NVYPA3,EEHU,480,26977.15
19-Oct-22,19712,CY1R10Y3Y,HMR6,185,31411.75
19-Oct-22,19713,0VBOXMNBX,FJX6,280,26238.05
19-Oct-22,19714,J5ZQ0A2G2,6HQJ,305,15521.1
19-Oct-22,19715,TESG3LVQB,XN1R,315,14412.45
19-Oct-22,19716,F2SMZFI2E,Y3N3,95,9977.85
19-Oct-22,19717,WMWC4PA5C,VXNO,475,23651.2
19-Oct-22,19718,ESE0WZL1N,IRD5,135,2165.15
19-Oct-22,19719,VD2DS45M4,86P0,205,6162.35
19-Oct-22,19720,DBTLPMY1B,GD9A,360,12824.35
19-Oct-22,19721,0HGAGF14X,3BPQ,90,1832.05
19-Oct-22,19722,O8FNX39HW,1Y18,240,4163.75
19-Oct-22,19723,N1BFAOX01,KDZA,40,15489.15
19-Oct-22,19724,3A8XOW7JQ,IINF,210,13324
19-Oct-22,19725,ZRBVRXS00,469U,215,15822.25
19-Oct-22,19726,9MOI00NYS,GBP0,5,15234.65
19-Oct-22,19727,3KUBWL27C,622B,135,1835.5
19-Oct-22,19728,5H73T82M2,JJK3,165,0
19-Oct-22,19729,OCL01VPMO,C93I,165,13032.05
19-Oct-22,19730,XK9355QU1,RU5D,110,14133.35
19-Oct-22,19731,IWOCBRDZ5,I7PZ,415,11013
19-Oct-22,19732,MJY4K9SML,D0PT,445,11930.75
19-Oct-22,19733,DRXWJB0JZ,PJCK,465,9361.05
19-Oct-22,19734,G8ME0L043,KUT7,345,16703.05
19-Oct-22,19735,GXGFL0FEA,3X4Z,165,3671
19-Oct-22,19736,12CR9117Y,FHDG,245,11930.75
19-Oct-22,19737,2I00VDT1Z,ALML,265,13582.7
19-Oct-22,19738,1J4FO0OHS,KZWO,360,15051.1
19-Oct-22,19739,ZHXVWGV32,WH2F,255,917.75
19-Oct-22,19740,GHJP8RRQI,OIOE,240,3671
19-Oct-22,19741,LJBWG6UL6,W49Y,315,2569.7
19-Oct-22,19742,KAM21GLIO,O4UC,90,11276.25
19-Oct-22,19743,8NJ3FSB37,NT1U,15,16005
19-Oct-22,19744,R6NW7O3WL,3RJR,405,18551.25
19-Oct-22,19745,JDSDU8Q08,U8VS,150,16005
19-Oct-22,19746,V0Z0IPY7Z,NHVP,70,19642.5
19-Oct-22,19747,Q6Z645WAJ,WB3O,490,25462.5
19-Oct-22,19748,PH6WINA1G,K59E,410,25826.25
19-Oct-22,19749,JIOO849G9,BD4J,230,28736.25
19-Oct-22,19750,ASPFW1ZUG,UM5H,235,15277.5
19-Oct-22,19751,APS33MFAK,7GQQ,75,16022.4
19-Oct-22,19752,22ZCWVBJB,6L98,160,4255.95
19-Oct-22,19753,MSPCLJCRI,Y1RT,315,1502.1
19-Oct-22,19754,VPCI2277I,263J,315,8011.2
19-Oct-22,19755,8UO8YJQ4I,NKJH,480,22281.15
19-Oct-22,19756,LLP3BOAXF,97UU,265,16022.4
19-Oct-22,19757,B75WANPKT,HLW0,285,19026.6
19-Oct-22,19758,S6527K08S,DXZB,175,8528.1
19-Oct-22,19759,OXRZLM33R,FNNH,410,2751
19-Oct-22,19760,B1MDN6LSN,49W3,325,3988.95
19-Oct-22,19761,6KQ18DSHJ,FB3T,330,13067.25
19-Oct-22,19762,UWCY5CI06,ZT55,390,10728.9
19-Oct-22,19763,2V77KITLM,6DB2,155,1925.7
19-Oct-22,19764,4G6MPH10G,N2YU,275,19905.6
19-Oct-22,19765,MDTM19SJX,39X7,330,10782.2
19-Oct-22,19766,R1M4AJO1V,AI7B,295,16588
19-Oct-22,19767,0JKBYWD1V,2EEV,475,14929.2
19-Oct-22,19768,39DPP1D8G,JJSK,260,4976.4
19-Oct-22,19769,9BX79USMZ,R7BS,370,6842.55
19-Oct-22,19770,QGAAQ6ZRZ,BXHN,360,12233.65
19-Oct-22,19771,98PALTV7I,4772,250,10782.2
19-Oct-22,19772,TYNSHMUOJ,WEPC,135,18454.15
19-Oct-22,19773,2AU02JGH7,6I1U,425,7049.9
19-Oct-22,19774,UKD7ZY3PO,Q1L1,105,1036.75
19-Oct-22,19775,AVT3N6KD7,WM8O,480,19283.55
19-Oct-22,19776,UEXEP1H13,EZ4T,220,12855.7
19-Oct-22,19777,TGN6JC2EW,WXXE,85,2810.5
19-Oct-22,19778,WXGA45QI1,J1AG,465,843.15
19-Oct-22,19779,ARY5VNE0D,8242,275,2409
19-Oct-22,19780,PO00MGKNY,ITXV,280,1846.9
19-Oct-22,19781,GAKZXXULL,FJGK,345,3372.6
19-Oct-22,19782,7KELRQZUX,W84M,15,3292.3
19-Oct-22,19783,XBGO1RQ9J,5ETZ,80,481.8
19-Oct-22,19784,KMH9W2490,TG04,230,2368.85
19-Oct-22,19785,7Z7U2BIH1,SDMP,490,1525.7
19-Oct-22,19786,PQTONJHDK,JUBC,210,3894.55
19-Oct-22,19787,VM34M40Y1,ROF5,45,1606
19-Oct-22,19788,TWTZOYPOK,X0XR,25,1967.35
19-Oct-22,19789,AE63CDIHL,HOIK,295,3612.05
19-Oct-22,19790,NM1FV8YFW,KQSG,230,10558.3
19-Oct-22,19791,7AC740ESV,0N87,290,21672.3
19-Oct-22,19792,DJZO35QC1,73NU,405,22228
19-Oct-22,19793,D171BZ2D7,FZC4,360,3334.2
19-Oct-22,19794,Q6Z645WAJ,5C2K,385,26395.75
19-Oct-22,19795,ZXN3008EM,1AMX,75,4445.6
19-Oct-22,19796,ZW6FZMFL2,QAH8,410,2500.65
19-Oct-22,19797,86DQYPR8X,LUWD,420,10836.15
19-Oct-22,19798,MZ7JYSB36,7ZNF,65,20434.5
19-Oct-22,19799,7Z7TD43VE,N5E9,150,32623.5
19-Oct-22,19800,DH57TIRHR,2GL2,360,5377.5
19-Oct-22,19801,JD4XFI1B6,60IQ,385,7528.5
19-Oct-22,19802,N3FCD1IW7,9BGZ,270,24378
19-Oct-22,19803,Q5A9J1VQG,F4IR,240,3226.5
19-Oct-22,19804,KZ2N821ME,611I,120,30831
19-Oct-22,19805,6PGM3JXWX,YNZP,335,12547.5
19-Oct-22,19806,L5088CJKG,R77Q,20,28321.5
19-Oct-22,19807,FEX60XO0Y,88XV,400,25812
19-Oct-22,19808,0ZAJHWURR,AZJ1,65,17208
19-Oct-22,19809,FB94P96TB,3YHV,115,20076
19-Oct-22,19810,1WJUWM3DH,M4WB,115,7204.65
19-Oct-22,19811,NRVRDWWNP,GUJM,200,15749.7
19-Oct-22,19812,RABWOLXML,2FOF,300,6702
19-Oct-22,19813,3YDFBK1U3,LBVL,245,8042.4
19-Oct-22,19814,1KR4QGDVP,OA2S,150,5194.05
19-Oct-22,19815,59UYK783K,H43G,5,8377.5
19-Oct-22,19816,RI49ZOV33,1XF9,295,8209.95
19-Oct-22,19817,TCQJ8RXT3,QN52,165,0
19-Oct-22,19818,DFYM8C2W1,3AL1,190,9047.7
19-Oct-22,19819,YTRWBPM0W,7VN8,50,14576.85
19-Oct-22,19820,R2Q1RR0HL,GC63,465,13906.65
19-Oct-22,19821,P3HGONMUG,4JRG,215,7874.85
19-Oct-22,19822,KNO7H9U7E,X640,420,2513.25
19-Oct-22,19823,1XFANX5QQ,DDXX,395,5026.5
19-Oct-22,19824,YCHYB6DN6,FTUH,35,6199.35
19-Oct-22,19825,E4KML6PBZ,OTWE,70,12733.8
19-Oct-22,19826,E0I73QP2N,MY6Z,220,9215.25
19-Oct-22,19827,S5XJ31GE1,75FF,110,5529.15
19-Oct-22,19828,OKPU1KU2F,S0AF,5,675
19-Oct-22,19829,RDLFQ7THS,V26D,90,81
19-Oct-22,19830,GM6H5W1NB,0ZKJ,420,81
19-Oct-22,19831,6X413GORA,034T,440,2376
19-Oct-22,19832,J48CI6VGE,03IS,270,2538
19-Oct-22,19833,Y2SCS4SRX,RCGK,170,1647
19-Oct-22,19834,VN6CPP9CL,7CJD,495,675
19-Oct-22,19835,E2M1061EJ,ZY0Y,390,945
19-Oct-22,19836,NPAFBRTO2,C3MN,25,243
19-Oct-22,19837,M9GOLOSIP,BCVV,185,1485
19-Oct-22,19838,FO28Y4N47,I66B,350,2187
19-Oct-22,19839,VIOXOZKEP,9Z57,25,2403
19-Oct-22,19840,VW8LNJ46V,7PXA,60,1593
19-Oct-22,19841,LZOMJS09Y,Y2M8,40,2646
19-Oct-22,19842,A8GV5IMOW,VXNO,455,6763.5
19-Oct-22,19843,PNIU3UQPN,1IYX,400,2839
19-Oct-22,19844,FKQ5ALROU,X5HS,225,1002
19-Oct-22,19845,5XJTCKU0G,43TS,355,3841
19-Oct-22,19846,ZWOQ2M4K6,GTWJ,0,3089.5
19-Oct-22,19847,WFHMBJ62Q,5113,0,7348
19-Oct-22,19848,TIMJH8DVF,TASK,365,2839
19-Oct-22,19849,49RVIE1DW,3F17,305,5427.5
19-Oct-22,19850,QJ6RAG0FO,T16H,145,2087.5
19-Oct-22,19851,6A3ISGRW8,6D6Q,265,2920
19-Oct-22,19852,4NI0XH0N1,AWQP,425,1168
19-Oct-22,19853,95SKUU6VW,BZSW,305,1606
19-Oct-22,19854,P080649RI,UJMC,65,3504
19-Oct-22,19855,J00M4RH8Y,BVLN,85,4453
19-Oct-22,19856,WY78SG8K2,Q64G,50,2701
19-Oct-22,19857,JI8Q4NDH1,F0UZ,280,6351
19-Oct-22,19858,FVA784XFG,2KS5,125,3796
19-Oct-22,19859,C58U7FSEW,ZHDZ,335,6497
19-Oct-22,19860,05WLXS59E,0EOA,415,2847
19-Oct-22,19861,AK96FP6XA,NKMJ,255,5183
19-Oct-22,19862,C86WBD8NV,X9XG,450,1752
19-Oct-22,19863,63LD6DTAY,EKH0,385,6278
19-Oct-22,19864,FL3O18T31,0W5C,330,1971
19-Oct-22,19865,O54AK3JGI,O2A7,85,4964
19-Oct-22,19866,KK606KGKQ,0ZXN,415,2263
19-Oct-22,19867,EYXILB1AS,SXFT,260,30320
19-Oct-22,19868,YE1KGRFWE,7FPL,495,16581.25
19-Oct-22,19869,ILM5LNXJ9,BC15,460,12317.5
19-Oct-22,19870,4YKQ99A2F,WMFL,30,32215
19-Oct-22,19871,TKVI43ZG4,64QX,395,8527.5
19-Oct-22,19872,B2GDAVO8J,F19G,360,18002.5
19-Oct-22,19873,29BTXGUVX,79X2,295,12791.25
19-Oct-22,19874,RD74OPN0L,PU47,425,40742.5
19-Oct-22,19875,51JLPSPZM,JSBH,265,0
19-Oct-22,19876,C62ZTEHGF,JNU6,265,12317.5
19-Oct-22,19877,QK9WU0RHT,KFYP,95,44058.75
19-Oct-22,19878,FUJPK4VE9,STS1,285,9680.4
19-Oct-22,19879,ZURYZ6KL8,R7FB,5,12369.4
19-Oct-22,19880,I9KZ63GVP,0W5C,330,5646.9
19-Oct-22,19881,LHAI0RJMD,4NGI,485,5646.9
19-Oct-22,19882,GD5B5ZIKC,PG0K,315,2420.1
19-Oct-22,19883,MRNRVN4A0,F2MY,295,24201
19-Oct-22,19884,S9BDQONFV,W6T6,90,18554.1
19-Oct-22,19885,Z1P08A9KS,6AG8,210,15327.3
19-Oct-22,19886,29CJX6GLI,G76D,485,5109.1
19-Oct-22,19887,FYOBB6420,EK0Q,160,4840.2
19-Oct-22,19888,YXM7IJG4Q,EWK4,120,21780.9
19-Oct-22,19889,L7LIQD9PW,2IC1,340,11293.8
19-Oct-22,19890,F7AQJOBHM,58RY,30,12369.4
19-Oct-22,19891,WC1P5CE38,386,15,3495.7
19-Oct-22,19892,LGRNTNEJZ,RGO4,160,18554.1
19-Oct-22,19893,IQ83RS8QJ,WDM4,130,8421.7
19-Oct-22,19894,09486WD1W,T2N7,415,10169.6
19-Oct-22,19895,C9G9L7LWL,3NEC,255,7309.4
19-Oct-22,19896,JRWJJ2GXR,7RB8,20,14618.8
19-Oct-22,19897,FLOT1HMYZ,OIHO,110,158.9
19-Oct-22,19898,HA37UOWU5,E1CI,300,9692.9
19-Oct-22,19899,N8FY7X0GC,GHQR,40,10964.1
19-Oct-22,19900,VVS4RH1LD,72W0,365,6356
19-Oct-22,19901,DI7TL5NXV,T6KM,245,9057.3
19-Oct-22,19902,A3SQZSAMW,4ALH,215,1112.3
19-Oct-22,19903,TVK1EC7ZG,JTRV,355,4608.1
19-Oct-22,19904,885MGFPEC,8QLE,320,635.6
19-Oct-22,19905,VLW4ZREFZ,U32S,90,12394.2
19-Oct-22,19906,0GZ0U0X2T,TL8E,370,11442.6
19-Oct-22,19907,DLTSX3RRX,Z3V6,265,9747.4
19-Oct-22,19908,JAZHZJ1J0,0T2Q,175,17375.8
19-Oct-22,19909,YPG6A4QFA,6R38,495,0
19-Oct-22,19910,IZOX119LK,UB8X,325,34327.8
19-Oct-22,19911,DH57TIRHR,TLRV,360,2966.6
19-Oct-22,19912,A8HPCQLB6,S9HL,20,22932
19-Oct-22,19913,NPE5EKWZ7,AQP3,160,31531.5
19-Oct-22,19914,BEY8SA5YP,DHBU,435,42997.5
19-Oct-22,19915,URJIR7TZP,VXHZ,105,34398
19-Oct-22,19916,B7CFREP6R,H6BN,385,43475.25
19-Oct-22,19917,2ZHDCCGQP,9XN9,210,10510.5
19-Oct-22,19918,MH3O9P08Z,NKMP,280,7166.25
19-Oct-22,19919,6KQ18DSHJ,FUE5,245,24843
19-Oct-22,19920,Q6SMUXB8D,W8X9,490,8599.5
19-Oct-22,19921,NC9QI1ZAO,MIRZ,305,13854.75
19-Oct-22,19922,FZ3CJRYYY,NWA4,305,11715.7
19-Oct-22,19923,Z0LYDJHV0,QYE8,180,11270.8
19-Oct-22,19924,3O84LBNVA,K508,330,148.3
19-Oct-22,19925,W97591G14,Y9AF,245,4004.1
19-Oct-22,19926,T77EMCO14,9FSJ,435,10381
19-Oct-22,19927,7SRR0TS25,UO1Z,275,12457.2
19-Oct-22,19928,BZZO5RPVF,715K,260,2429.1
19-Oct-22,19929,5GARW2IDN,BMRU,45,17408.55
19-Oct-22,19930,WOTSPWP7I,K6VY,115,20242.5
19-Oct-22,19931,G8EEIVOTJ,UO23,25,28339.5
19-Oct-22,19932,7HWHQ2S8O,U3GQ,495,21861.9
19-Oct-22,19933,YYV5EWT37,7CS9,395,809.7
19-Oct-22,19934,BV496022U,NYL2,140,11335.8
19-Oct-22,19935,VH126XFMC,262L,410,29149.2
19-Oct-22,19936,IG4QOR2BV,ELAS,300,38460.75
19-Oct-22,19937,JS8PF6DZL,Z704,90,7692.15
19-Oct-22,19938,64HRCY4NP,H2L2,180,13360.05
19-Oct-22,19939,ITH1H5250,V00J,450,3643.65
19-Oct-22,19940,0K4DL6MV8,HQ13,285,12550.35
19-Oct-22,19941,W2IPJSFY6,WZ0B,490,14574.6
19-Oct-22,19942,SCJVMQV4T,OT1O,455,28339.5
19-Oct-22,19943,EUQ1RU77F,XYBX,375,17003.7
19-Oct-22,19944,7WSWWCNGL,E6RL,35,4404.2
19-Oct-22,19945,R65FY2UGG,ATLN,20,5198.4
19-Oct-22,19946,YCYHTVR2N,OJAL,275,1516.2
19-Oct-22,19947,JZ6QICK6R,Y5RL,355,4476.4
19-Oct-22,19948,B2N9LG6XQ,KWCE,290,1371.8
19-Oct-22,19949,NWP9ZLW0O,OQ8S,60,1805
19-Oct-22,19950,YUKZZY912,RR6Z,265,1371.8
19-Oct-22,19951,E5NZCD4MX,FC2C,180,4043.2
19-Oct-22,19952,5VS178SVK,I7D6,410,866.4
19-Oct-22,19953,X6MYRR50X,JHQW,210,2671.4
19-Oct-22,19954,I50JIHO1J,EHSM,290,3104.6
19-Oct-22,19955,0SBM9964C,7BOA,425,6498
19-Oct-22,19956,SRHUMMPHE,9CAA,380,5126.2
19-Oct-22,19957,P7NBY8H1B,O7NE,130,4280.7
19-Oct-22,19958,MQ5WSMO8D,S84I,120,6683.9
19-Oct-22,19959,ZH5QRIOR9,YZRY,95,6458.6
19-Oct-22,19960,DEXOJZS76,IHRO,360,5482.3
19-Oct-22,19961,1C2I7AIKN,CJXD,65,7209.6
19-Oct-22,19962,XXNYC0GV0,7GSL,205,1502
19-Oct-22,19963,B9Y7NQT9Y,237K,130,2027.7
19-Oct-22,19964,IAQO8YURF,8OMN,5,2853.8
19-Oct-22,19965,KTVJ4EDZ6,EUMU,95,4506
19-Oct-22,19966,SAL80AYMQ,OC7L,310,6533.7
19-Oct-22,19967,1Z7I0NGP9,OB7O,0,1911.25
19-Oct-22,19968,5PZ1DQTR7,ZT95,240,1772.25
19-Oct-22,19969,WYST10N45,6S2U,245,2119.75
19-Oct-22,19970,G3XMX5R9F,GB29,445,3092.75
19-Oct-22,19971,NOLD5VNM3,VYS4,185,1112
19-Oct-22,19972,J7PZ9UT2L,DJIT,215,3023.25
19-Oct-22,19973,2YQOWK8EV,24WV,150,312.75
19-Oct-22,19974,IJADAM3J1,H8V8,445,16160.1
19-Oct-22,19975,OADFTL57I,BLLS,430,4672.8
